appname,applink,appinstallcount,appsize,appcomment
泰剧大全,https://www.wandoujia.com/apps/com.leku.tjtv,30.5万,11.12,看泰剧用泰剧大全
专业节拍器,https://www.wandoujia.com/apps/com.shelin.metronome,4.5万,1.45,【专业节拍器】是一款非常好用的节拍器应用软件。在细分设置屏幕上你可以随便设置你想要的节拍。当您启动节
我家亳州,https://www.wandoujia.com/apps/com.iflytek.bzfamily,20.1万,39.08,亳州生活就用她
壳牌,https://www.wandoujia.com/apps/com.shell.sitibv.motorist.china,1.9万,31.16,壳牌智享汇，是壳牌在全球推出的会员项目，覆盖国家和地区。现在壳牌智享汇已来到中国大陆，致力于为中国大
湘财股掌乐,https://www.wandoujia.com/apps/com.xiangcaizq.dzh,117.7万,21.58,湘财股掌乐（Android版）软件，是湘财证券与大智慧合作开发的手机理财服务终端，提供实时资讯提醒、
大麦抢票助手,https://www.wandoujia.com/apps/com.youpiao.proclient,6465,13.82,在大麦抢不到票？那就快用大麦抢票助手吧！ 所有地方没有的票，在大麦抢票助手上，都可以买到！ 买到贵的
无线监视监听器,https://www.wandoujia.com/apps/tk.dagua.thirdeye,17.9万,4.02,"Third Eye (第三只眼) 将您的手机变为无线监视器: 将手机放置在房屋内某处, 即可通过电脑"
39健康,https://www.wandoujia.com/apps/com.qisheng.daoyi.activity,153.8万,19.24,预约挂号，问诊
花鼓戏视频,https://www.wandoujia.com/apps/com.tianming.android.vertical_5huaguxi,2.8万,10.28,花鼓戏全集视频，戏曲名段欣赏！ 花鼓戏，中国地方戏曲剧种，通常特指湖南花鼓戏。湖北 、安徽、 江西
郑多燕减肥操,https://www.wandoujia.com/apps/com.example.loseweight,90.7万,2.32,郑多燕减肥操系列视频的全集！
CAD看图王,https://www.wandoujia.com/apps/com.gstarmc.android,587.7万,26.43,CAD极速看图
爱尚天气,https://www.wandoujia.com/apps/com.lu.ashionweatherbanner,4.2万,16.53,【实时天气信息】实时预报您当前位置的天气情况； 【逐小时天气预报】轻松查阅24小时内天气变化，提早预
忍者龙剑传2,https://www.wandoujia.com/apps/xl.fc.rzljc200000000,1.8万,2.5,1990年4月6日《忍者龙剑传2：暗黑邪神剑》发售， 这是在FC平台推出的第二款“忍者龙剑传”系列游
空调遥控器,https://www.wandoujia.com/apps/com.aircherry.remote,220.8万,26.33,您可以使用您的智能手机作为遥控器智能控制电视机，数码单反，投影仪，空调，而且操作简单!空调遥控器支持
二手货,https://www.wandoujia.com/apps/com.jddl.ershouhuo,2万,3.82,二手货手机客户端顺应移动互联网发展浪潮，向广大客户展示了一个更加专业的移动平台，此平台也是您企业很好
录像机,https://www.wandoujia.com/apps/com.eslucr.duicam,37.9万,15.36,DuiCam是一个简单的视频记录仪应用程序：*保持只有最后的X分钟(例如，30分钟)，以避免填充磁盘
Helen Doron Stream,https://www.wandoujia.com/apps/com.helendoron.helendoronstream,9375,32.45,在课外学习英语可以随时随地进行。在Helen Doron Stream上查找视频集，视频歌曲（同步叙
WIFI检视仪,https://www.wandoujia.com/apps/com.bhu.btfimobilelite,40.1万,13.35,CloudWalker是针对WiFi无线网络信号检测的强大软件。它提供您友善的界面，激动人心的专业级
天气预报通,https://www.wandoujia.com/apps/cn.ytk.weather,2175,20.88,出行知雨晴，出门知冷暖，天气预报为你护航 国内城市+到地区的天气预报信息~ 空气质量指数实时监控，关
好食期,https://www.wandoujia.com/apps/com.doweidu.android.haoshiqi,5.7万,12.82,品牌食品特卖
德克士,https://www.wandoujia.com/apps/com.wowotuan.appfactory.dekeshi,2.4万,5.58,优惠活动：随时随地查看最新优惠活动与资讯；商品展示：德克士，连锁快餐店，德克士炸鸡起源于美国南部的德
录屏神器,https://www.wandoujia.com/apps/com.example.lupingshenqi,4.9万,8.48,录屏神器提供屏幕录制，清理内存，屏幕截图，游戏加速等功能。在5.0以下系统需要root才能使用，在5
图片合并,https://www.wandoujia.com/apps/shinclouddev.picsmerge,1.5万,1.97,"●你可以合并两个或四个的图片到一个图片。●也可以或附加到电子邮件图片你刚刚创建,发送到Evernot"
贷款王,https://www.wandoujia.com/apps/com.dkw.credit,1万,1.62,小额极速贷款平台
手机app下载,https://www.wandoujia.com/apps/com.sjappxz.aqsc.vo,100.9万,5.74,"手机app下载进行动态排名,不会因为一个app由于开发早,就一直排名靠前,而是根据一段时间用户下载反"
复利计算,https://www.wandoujia.com/apps/com.wbl.calculate,8.6万,3.23,该软件是一款简单地帮助用户计算复利的理财软件
WithMe,https://www.wandoujia.com/apps/com.conglaiwangluo.withme,53.7万,28,私密空间日记本
想去,https://www.wandoujia.com/apps/com.xiangqu.app,170.8万,7.04,挖掘商品背后的故事！
子牙钓鱼,https://www.wandoujia.com/apps/com.nbchat.zyfish,5.5万,49.28,想钓鱼来子牙
聊天记录恢复工具,https://www.wandoujia.com/apps/com.yupei.ltjlhfgj,2460,14.53,一键恢复聊天记录
V8,https://www.wandoujia.com/apps/com.ruision.v8,1.1万,11.83,V8是为新一代智能家居产品量身定制的免费APP，它采用先进的Cloudlink P2P网络传输技术，
魔拍,https://www.wandoujia.com/apps/com.baidu.baiducamera,360.7万,13.37,史上瘦脸效果最完美的眨眼自拍神器
说文解字,https://www.wandoujia.com/apps/hugh.android.app.shuowen,21.3万,6.39,簡介：《說文解字》簡稱《說文》，是東漢經學家、文字學家許慎編著的文字工具書，《說文解字》是我國第一部
Wenzer,https://www.wandoujia.com/apps/com.vince.wenzer,1.6万,2.92,首款文字桌面插件应用
中大网校,https://www.wandoujia.com/apps/cn.wangxiao.app,75.5万,27.88,中大网校
借贷宝,https://www.wandoujia.com/apps/com.rrh.jdb,1870万,44.91,打借条体面有保障
照片背景换自由,https://www.wandoujia.com/apps/com.iapps.photo.background.changer.free,1.1万,2.31,版本：1.0
位置伪装大师,https://www.wandoujia.com/apps/com.huichongzi.locationmocker,111.7万,9.73,"位置伪装大师,变换位置，随心所欲！"
儿童游戏,https://www.wandoujia.com/apps/com.bbagames.kidsgames,4.2万,5.15,游戏的孩子1岁到6岁。应该是游戏能提高孩子的学习没有暴力。如2岁的孩子游戏将专注于图像颜色和色调4岁
零食屋,https://www.wandoujia.com/apps/com.taobao.wireless.wht.a55,5.9万,1.47,吃货不是饿，只是太寂寞! 零食屋是我们专为吃货们打造的一款淘宝零食精选应用，带你淘尽天下零食，实在是
会课,https://www.wandoujia.com/apps/com.huitong.client,1.7万,31.95,学校作业随时做，智能统计作业报告，学习进步更迅速。 提供全国初中高中名校试题，智能出题让你做少题提高
估吗,https://www.wandoujia.com/apps/com.xs.gumaapp.activity,1.8万,5.63,手机估价首选估吗
电子身份证,https://www.wandoujia.com/apps/com.id110.eid,1.2万,2.82,EID是基于“云计算”技术的符合国际IDM身份管理标准的电子身份验证应用。基于生物识别技术，采用PK
人人车,https://www.wandoujia.com/apps/com.renrenche.renrenche,5070,18.52,人人车二手车，影帝黄渤推荐，完成新一轮3亿美元融资，重磅推出二手车严选商城，升级了二手车直卖模式，不
伊拍,https://www.wandoujia.com/apps/com.thundersoft.hz.selfportrait,105.2万,13.41,伊人美丽拍摄，女神般细腻肌肤
龙8娱乐,https://www.wandoujia.com/apps/com.cc.hp,8670,10.55,龙8娱乐，一款关注DOTA2资讯的应用，为DOTA热爱者提供全面的，详细的关于DOTA的资讯信息和提
美丽乡村,https://www.wandoujia.com/apps/com.unicom.mhjy,8640,39.97,"美丽乡村app是为乡村打造的一款乡村生活服务,为用户们提供便捷的生活方式,向广大客户展示了各种土特产"
搜狗阅读,https://www.wandoujia.com/apps/com.sogou.novel,1.6亿,16.07,热辣爽文、连载小说免费读
三余阅读,https://www.wandoujia.com/apps/cn.edu.bnu.lcell.reading,991,16.78,扩充文本深度阅读
就爱看日剧-最新热门日本连续剧、日本偶像剧在线收看,https://www.wandoujia.com/apps/com.bluejie.tvdramasjp,5850,605K,版本：1.6
高音质录音机,https://www.wandoujia.com/apps/yuku.luyinji.full,10.5万,1.41,在高品质的音频记录直接转换成MP3文件！ 在高品质的音频记录直接转换成MP3文件！可以录制高保真44
小学生组词造句词典辞海版,https://www.wandoujia.com/apps/cn.dictcn.android.digitize.shcs_chbxxszczjcd_20003,2.4万,16,小学语文学习必备
马赛克相机,https://www.wandoujia.com/apps/yuanlai.com.masaike,1.3万,17.38,马赛克相机 是一款 照片马赛克 工具。 您可以从您的照片图库中选择，或者马上拍摄的照片进行处理。您手
学生云安全,https://www.wandoujia.com/apps/com.eshine.st,1410,7.58,学生安全管理平台是为了学生在校生活、在企业实习等过程中的安全隐患问题能得到有效预防而推出的功能平台。
先花花,https://www.wandoujia.com/apps/com.xhh.mobile,30万,5.39,先花花，一款可歌可泣的大学生消费神器
飞熊视频,https://www.wandoujia.com/apps/com.fxtv.threebears,69.1万,13.72,和飞熊一起看视频追主播抽大奖
8分钟冥想,https://www.wandoujia.com/apps/com.macrotellect.meditation,2.5万,59.43,0基础学会冥想
丁香直播,https://www.wandoujia.com/apps/com.nacai.dingxiang,70.8万,47.18,美女主播深夜直播
女人男人,https://www.wandoujia.com/apps/com.cutt.zhiyue.android.app682825,2.3万,9.86,讲述女人们与男人们生活中的真实故事。分享生活中的小技巧。
Pic Collage,https://www.wandoujia.com/apps/com.cardinalblue.piccollage.google,16万,23.59,智能的修图利器，美化图片简单快捷！
欧洲期货交易所移动应用 Eurex-App,https://www.wandoujia.com/apps/com.eurexchange,3000,1.98,版本：1.0.4
掌通家园,https://www.wandoujia.com/apps/com.seebaby,459万,55.29,让家长放心app
宝宝猜谜语,https://www.wandoujia.com/apps/org.vv.baby.riddle,11.5万,13.61,《宝宝猜谜语》——儿童早教必备，贴近生活，锻炼智力。
独角秀,https://www.wandoujia.com/apps/com.mydeershow,1.3万,17.54,演出攻略型软件
智能计算器,https://www.wandoujia.com/apps/de.sfr.calctape,4.2万,4.8,一款功能强大的计算器，除了能实现普通计算器的功能外，同时把计算过程以文本的方式展现出来，这些文本可以
基金从业资格准题库,https://www.wandoujia.com/apps/cn.wangxiao.jijinzhuntiku,22.3万,27.88,基金从业资格
我的快递,https://www.wandoujia.com/apps/com.wode.express,1.3万,5.4,查快递、发快递、收快递、管快递，请用我的快递。我的快递为消费者用户提供全面的快递服务，包括快递物流状
夜蒲达人,https://www.wandoujia.com/apps/com.junxun.bars,2070,14.91,“夜蒲达人”是一款提供个人技能及时间出租的共享经济服务软件；解决下班后约谁？去哪儿？玩什么？的“技能
服装微加工,https://www.wandoujia.com/apps/com.kwrzcu.kcfsod,3.3万,4.14,服装加工手机助手
360手机主题-哆啦a梦,https://www.wandoujia.com/apps/com.qihoo360.launcher.theme.zc1093823,7.2万,6.06,“哆啦a梦”是360手机桌面用户DIY的一款精品手机桌面主题。喜欢哆啦a梦快把它装进手机里！ 更多详
神州租车,https://www.wandoujia.com/apps/com.szzc,675.2万,38.47,更方便、更快捷的手机租车体验
磨房,https://www.wandoujia.com/apps/net.doyouhike.app.bbs,3.6万,13.72,户外与自助旅行社区，游记、约伴，自助游必备！
应急贷款,https://www.wandoujia.com/apps/com.yjdk.credit,80.3万,12.75,快速手机小额贷款
迅雷电视助手,https://www.wandoujia.com/apps/com.xunlei.tvassistant,30.5万,6.97,【设备支持】新版优化连接模块，适配设备数量、规模大大提升 小米电视2、小米盒子增强版等都能使用啦 ※
搬运帮司机端,https://www.wandoujia.com/apps/com.glimmer.carrybport,4995,32.67,订单多，月入过万
排列三缩水软件,https://www.wandoujia.com/apps/com.suma.pl3suoshui,1.2万,11.79,排列三缩水软件
珠海实时公交,https://www.wandoujia.com/apps/com.apicloud.A6977346503210,4.6万,2.26,珠海实时公交到站查询，不再为等公交烦恼！ 直接查看附近公交！ 收藏常用线路！ 以后还会添加更多功能，
北京实时公交,https://www.wandoujia.com/apps/com.bjjt.real,1万,3.29,北京实时公交查询
寻艺,https://www.wandoujia.com/apps/com.vlinkage.xunyi,9.7万,5.12,明星粉丝手机互动娱乐平台
擦肩,https://www.wandoujia.com/apps/com.cztv.streetpass,2925,5.81,"这是一款基于地理位置服务的移动社交应用，用户可以通过“擦肩”认识身边遇见过的人, “擦肩”支持发送消"
139邮箱,https://www.wandoujia.com/apps/cn.cj.pe,724.2万,28.31,手机上轻松完成邮件操作
记点,https://www.wandoujia.com/apps/com.housingfund.jidian,1.6万,14.45,记点，生活好帮手
金狮播放器,https://www.wandoujia.com/apps/com.drmfab.sks.phoneplayer,1万,14.8,金狮播放器： 支持所有流行的视频和音频格式，良好的兼容性。 内置高清视频解码引擎，带给您更流畅的播放
康佳多屏互动,https://www.wandoujia.com/apps/yinlei.konka,47.3万,657K,支持康佳机顶盒与手机交互，通过安卓手机操作康佳机顶盒，提供了遥控器，鼠标，键盘，触屏四种方式对机顶盒
avseye,https://www.wandoujia.com/apps/com.langtao.avseye,1.2万,17.82,avseye通过P2P方式连接IPC DVR和NVR实时观看视频 基本功能： 1.支持WiFi和3G
走多多,https://www.wandoujia.com/apps/com.cheetah.stepformoney,12.4万,18.8,走路能赚钱
淘粉吧,https://www.wandoujia.com/apps/com.leixun.taofen8,1253.6万,26.83,淘宝网购省钱返利，领大额优惠券
免费动漫,https://www.wandoujia.com/apps/com.txj.anime.free,21.6万,13.5,1、具备海量精彩的动漫，内容精彩不容错过 2、专注于ACG相关内容的在线视频分享，目前有七个板块：动
小影,https://www.wandoujia.com/apps/com.quvideo.xiaoying,2471.2万,41.4,最In手机视频神器，最火微视频发源地
存储空间清理,https://www.wandoujia.com/apps/com.ktls.fileinfo,8664.4万,3.61,一键解决存储不足
卓师兄,https://www.wandoujia.com/apps/com.auntec.zhuoshixiong,138.8万,28.46,恢复误删微信数据
先锋影音,https://www.wandoujia.com/apps/com.xfyy.yax,728.1万,14.38,先锋影音专注看片
腾讯体育,https://www.wandoujia.com/apps/com.tencent.qqsports,735.4万,25.94,NBA视频直播
MT4,https://www.wandoujia.com/apps/com.github.mzule.majiaf,27.5万,7.5,资讯行情一网打尽
云集微店,https://www.wandoujia.com/apps/com.imaginer.yunji,158.5万,43.23,注册云集APP，购物享受价。买精品，买大牌，一件也是价。 云集APP是一个精品会员电商平台，通过全球
运满满司机,https://www.wandoujia.com/apps/com.xiwei.logistics,574.2万,82.11,注册送钱最高99
亿通行,https://www.wandoujia.com/apps/enfc.metro,86.6万,47.46,让城市生活更便捷
磁力链接搜索,https://www.wandoujia.com/apps/org.btku.search,160.9万,2.17,磁力链接搜索是一个基于DHT协议的资源搜索应用，所有资源来源于爬虫24小时从DHT网络自动抓取，为你
WiFi密码查看工具,https://www.wandoujia.com/apps/com.smartzone.checkpass,1.2亿,3.95,WiFi密码管理
北京赛车pk10,https://www.wandoujia.com/apps/com.bjscpk10.yyb,49.7万,9.56,北京赛车数据统计
全国社保查询,https://www.wandoujia.com/apps/com.sb.qgsbcx,12.7万,28.7,全国社保查询，提供全国数百城市社保查询服务，做您贴身的社保管家。不仅可以帮你查询自己的个人社保，还可
美聊,https://www.wandoujia.com/apps/com.meiliao.mlfsb,27.6万,70.52,真人美女视频直播
CC直播,https://www.wandoujia.com/apps/com.netease.cc,447.7万,77.66,随时随地观看 娱乐&游戏直播
信用钱包,https://www.wandoujia.com/apps/com.financial.quantgroup,537万,19.59,简单贷款急速放款
文华开户版,https://www.wandoujia.com/apps/com.culture.hxg.twenty,2.6万,5.05,极速期货行情
壁纸 Nature14,https://www.wandoujia.com/apps/com.sorapps.wall64,555,1.18,免费的墙纸为您的Android手机。只需下载并设置为墙纸！ - 只包含一个壁纸。
早游戏,https://www.wandoujia.com/apps/com.qijin189.huosuapp,168.8万,15.2,bt福利手游平台
同程旅游,https://www.wandoujia.com/apps/com.tongcheng.android,2123万,50.52,出行，从同程开始
TIM,https://www.wandoujia.com/apps/com.tencent.tim,311万,51.9,最轻的办公聊天软件，可免费通话
TIM,https://www.wandoujia.com/apps/com.tencent.tim,311万,51.9,最轻的办公聊天软件，可免费通话
顺风车,https://www.wandoujia.com/apps/com.shunfengche.ride,182.9万,59.03,拼车出行打车软件
爱壁纸,https://www.wandoujia.com/apps/com.lovebizhi.wallpaper,2215.6万,11.75,专业壁纸应用，精美壁纸玩起来！
企鹅FM,https://www.wandoujia.com/apps/com.tencent.radio,647.9万,18.67,海量音频节目内容，听节目就上企鹅FM。
趣推,https://www.wandoujia.com/apps/com.qutui360.app,88.7万,39.37,创意视频制作神器
360浏览器极速版,https://www.wandoujia.com/apps/com.qihoo.expressbrowser,393.1万,2.76,极速安全，用360极速浏览器，4亿人的共同选择！ 最快：独创0秒启动技术，点击图标即可使用，就是不让
爱飒漫画,https://www.wandoujia.com/apps/com.comic.isaman,66.7万,34.7,【人气漫画】 《斗破苍穹》《凤逆天下》《绝世唐门》《风起苍岚》《武动乾坤》《很纯很暧昧》《花千骨》《
红色午夜看片神器,https://www.wandoujia.com/apps/vidon.me.rziokd.phone.hongse,27.9万,47.13,稳定的流媒体支持
八门神器社区,https://www.wandoujia.com/apps/com.joke.bamenshenqi.forum,21.6万,10.64,逗比队友在等你
爱剪辑手机版,https://www.wandoujia.com/apps/com.shineyie.aijianji,98.9万,90.69,专业视频剪辑编辑
掌上社保,https://www.wandoujia.com/apps/com.infohold.cordova.siperpage,14.1万,2.16,掌上社保客户端是专门为吉林省社会保险参保人设计并开发的行业内业务信息查询软件，该软件为社保广大参保人
小米金融,https://www.wandoujia.com/apps/com.xiaomi.jr,160.4万,22.46,小米综合金融平台
笔趣阁,https://www.wandoujia.com/apps/com.bi.qu.my,4.7万,6.21,"笔趣阁是一款相当好用的阅读器。 新增好友圈功能，加上交流论坛,提升社交属性，便捷地为您快速、轻量、优"
一直看漫画,https://www.wandoujia.com/apps/com.yizhikan.app,9.8万,7.52,好看的漫画一直看
恋爱漂流瓶,https://www.wandoujia.com/apps/com.driftbottle.app,652.3万,4.98,同城约会交友软件
多益云,https://www.wandoujia.com/apps/com.duoyi.iminc,16.4万,36.57,企业移动通讯平台
聚美,https://www.wandoujia.com/apps/com.jm.android.jumei,2306.3万,82.43,美妆限时特卖商城，新人注册送160元
期货开户,https://www.wandoujia.com/apps/com.gq.qihuoopen,8.4万,3.17,期货资讯应有尽有
同城约单,https://www.wandoujia.com/apps/com.dlgy.cp2,37.8万,9.09,同城约单附近交友
嘀哩漫画,https://www.wandoujia.com/apps/com.dilimh.comic,6465,14.32,【嘀哩漫画上线啦！】 嘀哩漫画APP正式上线！ 漫画炒鸡多，全部免费看，一起组队刷起来ヾ(◍°∇°◍
九秀美女直播,https://www.wandoujia.com/apps/com.ninexiu.sixninexiu,1173.9万,58.38,直播放纵嗨私密玩
TryTry,https://www.wandoujia.com/apps/com.secoo.trytry,5万,13.42,◊ 想背新包？ 1天1元起！ ◊ 家有旧包？ 共享出来，天天有租金，好玩又赚钱！ 【品牌】 LV、G
成人礼,https://www.wandoujia.com/apps/com.mj.crl,70万,43.94,同城聊天交友约会
抢购啦,https://www.wandoujia.com/apps/com.kingkr.kogcnhp,1305,8.27,淘宝省钱，就用抢购啦，每天上万商品优惠券放送
连尚免费读书,https://www.wandoujia.com/apps/com.wifi.reader.free,66万,6.56,海量免费热门小说
百合婚恋,https://www.wandoujia.com/apps/com.baihe,1833.7万,97.98,认真谈恋爱，就在百合婚恋
石榴直播,https://www.wandoujia.com/apps/cn.v6.sixrooms,928.9万,82.63,真人美女视频直播互动社区
手机电视直播,https://www.wandoujia.com/apps/com.ztsoft.tvlive,266.5万,11.96,打开手机看电视
万能ROOT,https://www.wandoujia.com/apps/com.skeleton.root,101.3万,1.97,本ROOT软件针对Android（安卓）系统一键获取ROOT权限的软件。本ROOT软件支持众多And
中彩网,https://www.wandoujia.com/apps/com.zhcw.client,90.6万,46.42,看开奖就来中彩网
凤凰新闻,https://www.wandoujia.com/apps/com.ifeng.news2,2877.1万,25.53,热点话题明星趣闻
小黑盒,https://www.wandoujia.com/apps/com.max.xiaoheihe,99.6万,22.55,Steam社区
配音秀,https://www.wandoujia.com/apps/com.happyteam.dubbingshow,1314万,81.1,亮出你的声音，制作一部属于你的大片
平安口袋e行销,https://www.wandoujia.com/apps/com.paic.esale.activity,468.7万,92.25,平安口袋e行销简称平安e行销，平安口袋e行销app是平安为了使代理人更好、更方便的展业，为广大的客户
巧影,https://www.wandoujia.com/apps/com.nexstreaming.app.kinemasterfree,97.5万,45.5,专业的视频编辑
平安证券,https://www.wandoujia.com/apps/com.hundsun.winner.pazq,592万,51.15,手机投资就用安e理财高端版！
彩云天气,https://www.wandoujia.com/apps/com.nowcasting.activity,236.7万,24.95,预报未来几时几分下雨
斗地主(单机版),https://www.wandoujia.com/apps/com.chuxin.doudizhu,111.1万,7.24,2015全新的单机版斗地主!1.拥有精美的画面、绚丽的特效和优秀的AI!2.无需登陆或注册，不用连接
安卓动态壁纸锁屏,https://www.wandoujia.com/apps/com.androidesk.livewallpaper,1203.3万,14.43,海量精美壁纸，让你的爱机美翻天
百姓网,https://www.wandoujia.com/apps/com.quanleimu.activity,1019.6万,26.11,海量信息一网打尽，满足生活全能需求
搜狐新闻,https://www.wandoujia.com/apps/com.sohu.newsclient,1625万,16.44,搜狐新闻发现金红包  下拉一下试试看
手机助手,https://www.wandoujia.com/apps/com.yhw.phonehelper,80万,3.38,便捷管理您的手机
备忘录,https://www.wandoujia.com/apps/com.huichao.notepad,272.6万,968K,简单实用的记事工具
智慧人社,https://www.wandoujia.com/apps/com.powersi.zhrs,51.5万,36.98,查社保 找工作
一折特卖,https://www.wandoujia.com/apps/com.yizhe_temai,1359万,17.12,数万商品一折起，购物省钱神器
中国长安网,https://www.wandoujia.com/apps/com.founder.changannet,20.9万,13.33,中国长安网客户端是中央政法委员会、中央社会治安综合治理委员会发布新闻、政务信息和提供在线服务的新媒体
飞读免费小说,https://www.wandoujia.com/apps/com.yuewen.cooperate.reader.free,20.8万,16.54,热门小说免费读
云电脑-掌上云游戏,https://www.wandoujia.com/apps/com.dalongtech.cloud,423.5万,15.39,手机变电脑
中国长安网,https://www.wandoujia.com/apps/com.founder.changannet,20.9万,13.33,中国长安网客户端是中央政法委员会、中央社会治安综合治理委员会发布新闻、政务信息和提供在线服务的新媒体
飞读免费小说,https://www.wandoujia.com/apps/com.yuewen.cooperate.reader.free,20.8万,16.54,热门小说免费读
云电脑-掌上云游戏,https://www.wandoujia.com/apps/com.dalongtech.cloud,423.5万,15.39,手机变电脑
直播吧,https://www.wandoujia.com/apps/android.zhibo8,2673.9万,60.21,官方客户端，让你随时随地收看赛事直播
种子视频,https://www.wandoujia.com/apps/com.inke.gaia,100.8万,25.05,看视频，能赚钱哦
LOFTER,https://www.wandoujia.com/apps/com.lofter.android,808.7万,40.7,LOFTER-每个人的理想国
随手记,https://www.wandoujia.com/apps/com.mymoney,2048.2万,35.79,点击记一笔，网购最贴心的记账神器!
QQ,https://www.wandoujia.com/apps/com.tencent.mobileqq,21.5亿,65.79,老牌聊天软件，装载童年
微信,https://www.wandoujia.com/apps/com.tencent.mm,21.5亿,96.35,每个人手机必装的聊天软件
爱奇艺,https://www.wandoujia.com/apps/com.qiyi.video,8.6亿,39.41,追潮流新剧，看优质影片
快手,https://www.wandoujia.com/apps/com.smile.gifmaker,5.6亿,72.3,记录生活中有趣的精彩瞬间
学习强国,https://www.wandoujia.com/apps/cn.xuexi.android,63万,94.24,海量知识信息与丰富学习慕课
酷狗音乐,https://www.wandoujia.com/apps/com.kugou.android,10.5亿,60.77,人气音乐播放器，海量曲库
抖音短视频,https://www.wandoujia.com/apps/com.ss.android.ugc.aweme,3亿,76.65,音乐短视频软件，记录生活
UC浏览器,https://www.wandoujia.com/apps/com.UCMobile,5.5亿,50.25,精彩资讯一刷即有
手机淘宝,https://www.wandoujia.com/apps/com.taobao.taobao,6.1亿,106.03,手机网购，一切商品全都有
腾讯视频,https://www.wandoujia.com/apps/com.tencent.qqlive,6.6亿,39.26,三国机密全网独播
优酷视频-这就是街舞,https://www.wandoujia.com/apps/com.youku.phone,9亿,49.38,知否知否应是绿肥红瘦、挑战吧太空尽在优酷
作业帮,https://www.wandoujia.com/apps/com.baidu.homework,2.2亿,64.97,小初高拍照搜题提分利器
影音先锋,https://www.wandoujia.com/apps/com.xfplay.play,5.4亿,25.46,最具人性化体验的播放器
拼多多,https://www.wandoujia.com/apps/com.xunmeng.pinduoduo,1.7亿,18.57,9.9秒杀每天都有
全民K歌,https://www.wandoujia.com/apps/com.tencent.karaoke,3.2亿,66.93,五音不全？你也可以当歌星
QQ音乐,https://www.wandoujia.com/apps/com.tencent.qqmusic,4亿,61.17,我们用心做好音乐
MOMO陌陌,https://www.wandoujia.com/apps/com.immomo.momo,8.1亿,72.58,新奇在身边，发现身边有意思的人
给你花极速版,https://www.wandoujia.com/apps/com.fenqi.client,107.3万,16.74,年轻人的信用钱包
法宣在线,https://www.wandoujia.com/apps/com.fxphone,116.7万,13.87,法宣在线移动版
可乐优品商城,https://www.wandoujia.com/apps/com.hsb.colaproduct,86.4万,16.27,二手手机天天低价
保险师,https://www.wandoujia.com/apps/com.winbaoxian.wybx,906.3万,49.47,签单快人一步
小黑鱼,https://www.wandoujia.com/apps/com.blackfish.app.ui,528.6万,108.5,额度可达20万
TXT免费全本阅读器,https://www.wandoujia.com/apps/com.mianfeinovel,283.4万,17.92,专业小说阅读软件
惠农网,https://www.wandoujia.com/apps/com.cctir.huinongbao,193.8万,39.23,农产品批发采购
广发证券易淘金,https://www.wandoujia.com/apps/com.gf.client,1389.9万,35.81,炒股股票证券开户
第一弹,https://www.wandoujia.com/apps/com.diyidan,1056.3万,33.97,海量动漫影视资源
MX Player,https://www.wandoujia.com/apps/com.mxtech.videoplayer.ad,2351.2万,28.07,欣赏优质影片的最佳途径！
格来云游戏,https://www.wandoujia.com/apps/cn.gloud.client.mobile,78.7万,31.77,手机玩电脑游戏
InShot,https://www.wandoujia.com/apps/com.camerasideas.instashot,54.9万,27.04,最佳的视频编辑器
MoboPlayer,https://www.wandoujia.com/apps/com.clov4r.android.nil,1660.2万,26.75,全能播放器，兼容播放多种媒体格式！
MIX,https://www.wandoujia.com/apps/com.pinguo.edit.sdk,926.9万,74.37,堪比单反的光圈调节，专业视觉效果
千千音乐,https://www.wandoujia.com/apps/com.ting.mp3.android,4662.3万,26.39,第一款听歌、K歌深度整合的音乐APP
布卡漫画,https://www.wandoujia.com/apps/cn.ibuka.manga.ui,3353.5万,12.91,重新认识手机漫画从布卡开始
ofo小黄车,https://www.wandoujia.com/apps/so.ofo.labofo,6255.1万,39.39,随时随地有车骑
浙里办,https://www.wandoujia.com/apps/com.hanweb.android.zhejiang.activity,261.4万,82.27,让你一次都不跑！
电视遥控器,https://www.wandoujia.com/apps/com.kbbsdsykq.yywyt,112万,8.01,电视遥控器APP全面支持多品牌电视机遥控，没有网络也能轻松遥控电视，快速添加、编辑、删除、切换、排序
叮咚买菜,https://www.wandoujia.com/apps/com.yaya.zone,33万,23.1,29分钟生鲜到家
万达普惠,https://www.wandoujia.com/apps/com.wdjr.loan,54.2万,39.39,无抵押，快速放款
恒易贷,https://www.wandoujia.com/apps/com.hengchang.client,86.8万,90.19,2小时到账信用贷
豆豆钱,https://www.wandoujia.com/apps/com.vcredit.ddcash,191.6万,29.86,急用钱就找豆豆钱
期货投资外汇,https://www.wandoujia.com/apps/com.qyt.fi,3.9万,4.18,学会分析外汇期货
恒易贷,https://www.wandoujia.com/apps/com.hengchang.client,86.8万,90.19,2小时到账信用贷
豆豆钱,https://www.wandoujia.com/apps/com.vcredit.ddcash,191.6万,29.86,急用钱就找豆豆钱
期货投资外汇,https://www.wandoujia.com/apps/com.qyt.fi,3.9万,4.18,学会分析外汇期货
天眼,https://www.wandoujia.com/apps/com.example.artilleryandroid,67.7万,19.23,GPS坐标地图
百度阅读,https://www.wandoujia.com/apps/com.baidu.yuedu,1567.6万,27.81,百度阅读，享受阅读时光！
